   8.51880	  -1.33530
  12.46000	  -2.11550
  20.78800	   1.37710
  12.47800	  -1.67240
  17.74200	   0.95552
  22.64100	  -0.23184
  11.32900	  -1.90870
  13.08700	  -1.03260
  16.48900	  -2.33780
  10.67900	  -0.17387
   9.71130	  -0.73734
   9.54990	  -1.06680
  13.62900	  -1.95780
   6.81800	   1.72540
  22.29800	  -1.36380
   6.53840	  -0.10144
   0.89632	  -0.92362
  13.96600	  -3.93790
  15.09500	  -1.99760
  12.90400	   0.28273
   3.12200	  -1.27090
  11.80400	  -2.03910
   8.67770	  -0.60917
  10.56100	  -1.38220
  18.16700	  -1.06540
   8.47750	   1.26350
  19.04800	  -1.86220
   7.92430	   0.13083
   3.62860	  -0.00266
  12.74000	   0.17294
  18.55700	   1.11630
  12.62500	  -0.58831
   1.50290	   0.73225
   8.51520	  -0.14668
  12.04000	  -2.20680
  16.89800	  -1.34720
  16.35100	  -0.56472
  19.61200	   0.34972
  10.36700	  -1.70650
   7.21440	  -1.15340
   4.43700	  -0.86655
  22.92500	  -0.51291
  11.49500	  -2.17020
  13.79500	  -2.33620
  16.05200	  -1.00800
   2.27260	   0.27935
  10.44500	  -1.24300
   1.09630	   0.68394
  12.29600	  -1.96790
  13.23100	  -0.67352
   4.44610	   1.46790
  13.64700	  -0.21020
  22.65100	   0.86474
  14.15700	  -1.09630
  13.94100	  -0.02968
  15.02800	  -0.18578
   0.32439	   0.62240
  12.28700	  -2.12830
  11.65700	  -1.64470
  11.75600	  -1.75110
  14.05400	  -2.93670
   3.00610	   2.36810
  12.63000	  -4.13130
  13.23400	  -3.26140
   4.87610	  -0.74327
   7.21700	  -0.06669
  15.53900	  -0.66907
  18.17800	   1.13310
   6.40490	   1.50280
