start 2017 4 20 0 0 0
DD 2017 5 4 0 0 0
LP1 2017 5 26 9 30 0
LP2 2017 6 22 11 0 0
LP3 2017 7 13 11 0 0
LP4 2017 8 3 16 0 0
LP5 2017 8 24 6 30 0
LP6 2017 9 15 22 30 0
