start 2017 4 3 0 0 0
DD 2017 4 18 0 0 0
LP1 2017 5 10 5 12 0
LP2 2017 6 1 11 0 0
LP3 2017 6 22 6 0 0
LP4 2017 7 13 22 0 0
LP5 2017 8 3 23 0 0
LP6 2017 8 24 18 30 0
LP7 2017 9 15 7 0 0
