start 2017 4 3 0 0 0
DD 2017 4 18 0 0 0
LP1 2017 5 10 11 50 0
LP2 2017 6 1 4 0 0
LP3 2017 6 22 11 0 0
LP4 2017 7 13 10 0 0
LP5 2017 8 3 16 0 0
LP6 2017 8 24 6 30 0
LP7 2017 9 15 22 30 0
